CommentTextDisplay	cleanComment	Sentiment
you should call it life there's high points there's low points but you get back to your high points	call life there high point there low point get back high point	0
When ty did the three spoons into the cup shot the first spoon hit his nuts	ty three spoon cup shot first spoon hit nut	-1
Did you see Garrett not even spinning with the hockey stick touching his head in the challenge? Then he won. Lmao	see garrett even spin hockey stick touch head challeng lmao	1
Why is that guy wearing a Jake Paul shirt	guy wear jake paul shirt	0
Dat panda tho	dat panda tho	0
My nexr door neighbor saw your editer at Top Of The Rock.	nexr door neighbor saw edit top rock	1
i want that plane can you tell me where i can get it :(	want plane tell get	1
is it fake????	fake	-1
Today is my fathers birthday 1like of the wishes	today father birthday 1like wish	1
Is Ty babe Ruth because he just called his shot	ty babe ruth call shot	0
Dude perfect why don't you do videos when you get a million   Like now you have 21 million like do videos when having a partly plz I love you guys you're the best you Tubers	dude perfect dont video get million like 21 million like video partli plz love guy your best tuber	1
haha their new game's called 'that's lit!'	haha new game call that lit	1
where do you get those planes?	get plane	0
flip you self!!!	flip self	0
Where is ur diamond play button	ur diamond play button	1
how  that's   cool	that cool	1
Sorry....my name is Harvey	sorrymi name harvey	-1
I Me and my brother liked the coasters part	brother like coaster part	1
I'd like to thank the couple team Cory fans out there....  😂😂😂😂	id like thank coupl team cori fan	1
They’re only so happy because they *finally* made it lol	theyr happi final made lol	1
the plane didn't have a spike on it when it popped the balloon on his head	plane didnt spike pop balloon head	0
So cool bro	cool bro	1
Owen is a baby version of garret they look exactly alike	owen babi version garret look exactli alik	0
Hey you , yes you come here     You found my comment in 90828 comments :O , you deserve something     {\\__/}  ( ' - ' )  /\u003e 🌭    Here's a hot dog   Price is 1 Like	hey ye come found comment 90828 comment deserv someth __ u003 here hot dog price 1 like	1
hey can you guys make boomerang trick shot	hey guy make boomerang trick shot	0
1:31 that was one smooth high five	131 one smooth high five	0
You guys are just showing off	guy show	0
i am going  to send you sumting	go send sumt	0
its the low 2 high, ty gives it away	low 2 high ty give away	0
Little G den dont watch 🙃, u dont need to tell the world cus no one cares	littl g den dont watch u dont need tell world cu one care	1
the real life gambit	real life gambit	0
The real smuggler's run update xD	real smuggler run updat xd	0
Obviously high to low bruhhhh	obvious high low bruhhhh	0
Cory won again	cori	1
Flip clue sticks	flip clue stick	0
Subscribe to... ALIA	subscrib alia	0
more all sports golf battle plz😊😊😊😊😊	sport golf battl plz	-1
It could have been done something more amazing.but it ok	could done someth amazingbut ok	1
This is one of the greatest videos in the world no joke it is	one greatest video world joke	1
who else noticed ty was wearing a spike ball bag	els notic ty wear spike ball bag	0
Have u guys ever been in trouble bye the cops	u guy ever troubl bye cop	-1
Where get this planes buy in lucknow	get plane buy lucknow	0
Now that i'm making my own ping pong trickshots video I understand your pain	im make ping pong trickshot video understand pain	-1
dp family is very good family	dp famili good famili	1
Do footy aditon	footi aditon	0
Dude perfect is the best	dude perfect best	1
i thought garr was the purple hoser not yellow shovel	thought garr purpl hoser yellow shovel	0
Yo credit card? 2:51	yo credit card 251	0
i love the rocket videos	love rocket video	1
For his card trick he clearly had one in his other hand against his arm	card trick clearli one hand arm	1
i feel bad for the ladder	feel bad ladder	-1
you're the  best   😄😅😅😅😅😅😅😅😅😄😄😄	your best	1
I'm the pool guy lol so me	im pool guy lol	1
How has it been 2 years	2 year	0
This comment will make you look at my name how many views(so tempting so far) and how many likes(wow that's a lot )	comment make look name mani viewsso tempt far mani likeswow that lot	1
i´m here from peru	im peru	0
You guys should  have the channel name  dude  almost perfect for all your bloopers	guy channel name dude almost perfect blooper	1
The Surfer Bros was hilarious 😂	surfer bro hilari	1
did he just did that		0
To Be Real With You White People Only Do Sun Tans Because They Want To Be Just Like Black People And Our Dark Color	real white peopl sun tan want like black peopl dark color	1
They would be having fun in Qur'an time	would fun quran time	1
Ngl I don’t like the short vids	ngl dont like short vid	1
Lazer Gamers so are they..... RIP DP also hope you live what city?	lazer gamer rip dp also hope live citi	1
Dude perfect is boss	dude perfect boss	1
Super speed what ?	super speed	1
The name bumblebee is form transformers	name bumblebe form transform	0
High To Low	high low	0
Who should do pool party stereotypes	pool parti stereotyp	0
No no no omg it's really insane   I like it ... Ans want to do these type of tactical trick   Ohoooo waoooooo (from -india)	omg realli insan like an want type tactic trick ohoooo waoooooo india	-1
SUBSCRIBE TO MY CHANNEL .THANKS	subscrib channel thank	1
😯😮You guys are awesome🤘🤟	guy awesom	1
With that accuration,u can be a pro basketball or soccer player	accurationu pro basketbal soccer player	0
0:47 that coal is radioactive how did it light up that easy please ty show me some of that black magic 😂😂	047 coal radioact light easi pleas ty show black magic	1
Ngl I acc want one of them 😂😂😂	ngl acc want one	1
All the shots with pipes and boards they rigged to get first try.	shot pipe board rig get first tri	-1
you are awesome	awesom	1
it is my brother's day I am   11th	brother day 11th	0
so want to roll down a hill in a giant pringle tub	want roll hill giant pringl tub	1
The missile is a model of the Phoenix missile used in the f-14 tomcat	missil model phoenix missil use f14 tomcat	0
Man dude perfect never fails to impress me	man dude perfect never fail impress	1
Where’s panda like if u wanna see more of panda	where panda like u wan na see panda	1
the old Pringles guy looks like new rodrick	old pringl guy look like new rodrick	1
Wow your compani iz beast	wow compani iz beast	1
Do school 🙏 please 🙏 Thank	school pleas thank	1
Subscribe to Steve XX please	subscrib steve xx pleas	1
I am trapped in hurricane Harvey we've had a lot of crazy experiences	trap hurrican harvey weve lot crazi experi	-1
clearly there  was a rubber band or something on the bottom of the pencil	clearli rubber band someth bottom pencil	1
your my best youtuber	best youtub	1
Always team coby	alway team cobi	0
do an video on hover board or cinema stereotypes	video hover board cinema stereotyp	0
fast food stereotypes plz im begging you the rage monster would be so funny	fast food stereotyp plz im beg rage monster would funni	1
Who watched in 2021?	watch 2021	0
You should do bordgame edition	bordgam edit	0
The new Thanos	new thano	0
with a name like Bumblebee he was bound to win ...especially as the gen 2 .🙃	name like bumblebe bound win especi gen 2	1
I wonder how long it took to make that intro	wonder long took make intro	0
Im getting a couch and flipping it that looked awesome	im get couch flip look awesom	1
I'm either Mr. Sunburn or Rage monster My friend is definitely Activity guy	im either mr sunburn rage monster friend definit activ guy	-1
Do heels tricks a shoes that have a weel on the heel	heel trick shoe weel heel	0
Dude Perfect in would have to say the dizzy shot with all of you guys	dude perfect would say dizzi shot guy	1
3:38 kind of racist	338 kind racist	-1
Hallowen or school	hallowen school	0
Find the difference	find differ	0
Guys We Also Do Trick Shots Right Now We Have Only Got A Bottle Flip Video Please Check It Out And Give Us Feedback We Don't Want Subs Because We Don't Know What You Guys Think About Us Please Check Us And Give Us Feedback.  -Spectacle Squad	guy also trick shot right got bottl flip video pleas check give us feedback dont want sub dont know guy think us pleas check us give us feedback spectacl squad	1
Because they are dude perfect	dude perfect	1
Guys he came to my schools spring fling and without knowing who he was i got a picture with him and now I'm just watching him like bruh you savage	guy came school spring fling without know got pictur im watch like bruh savag	1
Haters will say the video is photoshopped. 😋	hater say video photoshop	-1
1:03 What music is this ???	103 music	0
They have ti create 3 of módel rocket	ti creat 3 módel rocket	0
Just to think about how many attempts it took...🤔	think mani attempt took	0
super cool trick shots	super cool trick shot	1
But what is the name of the song that plays the video?	name song play video	0
Can you PLEASE curate your comments to get rid of the spam bots! It is really annoying!	pleas curat comment get rid spam bot realli annoy	-1
they all follow ty	follow ty	0
no way they could do that thats in sane	way could that sane	-1
This is one of the best channels in youtube it has a a lot of good content	one best channel youtub lot good content	1
2015 not cool    2016 cool     2017ok    2018 hah    2019 WOWW	2015 cool 2016 cool 2017ok 2018 hah 2019 woww	1
high and low	high low	0
The longest jump	longest jump	0
Those seashells are awesome /sick😀😜	seashel awesom sick	1
A bank robbery:  You: PUT THE MONEY IN THE BAG! (Holds out cards)   The people: OK wait... Cards?!  You: (takes out everyone by throwing a single card)  (Cops come)   Cops: I don't know why but... PUT THE MONEY IN THE BAG! (Takes out the most overpowered card ever)	bank robberi put money bag hold card peopl ok wait card take everyon throw singl card cop come cop dont know put money bag take overpow card ever	0
How do you do it? Teach me	teach	0
Can you give me one traxxas	give one traxxa	0
copy right  that's  amazing	copi right that amaz	1
Can I get a new awesome dp video with the dp express	get new awesom dp video dp express	1
Do perfect I like the video	perfect like video	1
Pls sub new channel we will sub back	pl sub new channel sub back	0
I remade this video and it's dope! Go check it out please!	remad video dope go check pleas	1
can you do a hockey stereotype video	hockey stereotyp video	-1
It’s hi to low then low to hi	hi low low hi	0
Anywhere garret goes with tge rest if dp, he gunna carry a coaster with him😂	anywher garret goe tge rest dp gunna carri coaster	0
I would assume none. I think Ty missed but it was fine because the grass being wet. If they kept it dry maybe a few times it would light up, but they're smarter than that.	would assum none think ty miss fine grass wet kept dri mayb time would light theyr smarter	1
U literally  can't hate these guys	u liter cant hate guy	-1
DudePerfect do the Fidget Spinner trick shots....      like if you guys want them to do that.	dudeperfect fidget spinner trick shot like guy want	1
How did y'all roll down the hill directly to the bats? Like, how did y'all know how far the can would go?  Lol	yall roll hill directli bat like yall know far would go lol	1
you should do Kick edition get things then kick them	kick edit get thing kick	0
wow i like it it just like there magic and wizzards but there cool	wow like like magic wizzard cool	1
DUDE PERFECT IS THE BEST TEAM	dude perfect best team	1
Fun fact: these all bottles is half	fun fact bottl half	1
What about if they were not 'Dudes' and they where girls?	dude girl	0
Subscribe to bike champ	subscrib bike champ	0
You forgot the swimmer	forgot swimmer	-1
Please do a part two I live this	pleas part two live	1
Subscribe to me and you will get good luck for the rest of the week	subscrib get good luck rest week	1
there both		0
Yeet is a little way to start the game	yeet littl way start game	0
From low to high	low high	0
Do they use a green screek	use green screek	0
dab on the haters do perfect I know	dab hater perfect know	0
is he really sunburned	realli sunburn	0
The billard one for sure was the best one	billard one sure best one	1
THE only YouTube Chanel that Will never die. 😎	youtub chanel never die	-1
I bet you this is how they live just trickshot there stuff then go to sleep	bet live trickshot stuff go sleep	0
“Rolling down the hill haha!!”	roll hill haha	1
please make new RC edition	pleas make new rc edit	1
The slipper throwing one	slipper throw one	0
@@STARCLAN_IS_SEARCHING i hate nerds that correct grammar,also its not an argument i just said that you are a little baby	starclan_is_search hate nerd correct grammaralso argument said littl babi	-1
# flat earth	flat earth	0
they did		0
What's the song name?	what song name	0
Coming back to the video I remember when they posted it. 2015 seems so long ago yet it was only 3 years. Crazy	come back video rememb post 2015 seem long ago yet 3 year crazi	-1
I'm starting to think this is fake	im start think fake	-1
¿you have a second  canal of YouTube , her name is ' tha's amagazin ?	second canal youtub name tha amagazin	0
I like the coaster shots and I love u guys  	like coaster shot love u guy	1
if i had to rank you as my favorites i'd say cody is my least favorite, nothing really against you, but that's how I feel. Tyler is 4th garret 3rd, just like always. Then I can't decide between the twins.	rank favorit id say codi least favorit noth realli that feel tyler 4th garret 3rd like alway cant decid twin	1
Like If You Are Watching in 2016,2017,2018,2019,2020,2021,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2051,2052,2503,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2519,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,21792180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,22223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,23172318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2271,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2284,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500.  This Took Me So Much Time So  Please Subscribe.	like watch 20162017201820192020202120232024202520262027202820292030203120322033203420352036203720382039204020412042204320442045204620472048204920502051205120522503205420552056205720582059206020612062206320642065206620672068206920702071207220732074207520762077207820792080208120822083208420852086208720882089209020912092209320942095209620972098209921002101210221032104210521062107210821092110211121122113211421152116211721182119212021212122212321242125212621272128212921302131213221332134213521362137213821392140214121422143214421452146214721482149215021512152215321542155215621572158251921602161216221632164216521662167216821692170217121722173217421752176217721782179218021812182218321842185218621872188218921902191219221932194219521962197219821992200220122022203220422052206220722082209221022112212221322142215221622172218221922202221222222223222422252226222722282229223022312232223322342235223622372238223922402241224222432244224522462247224822492250225122522253225422552256225722582259226022612262226322642265226622672268226922702271227222732274227522762277227822792280228122822283228422852286228722882289229022912292229322942295229622972298229923002301230223032304230523062307230823092310231123122313231423152316231723182319232023212322232323242325232623272328232923302331233223332334233523362337233823392340234123422343234423452346234723482349235023512352235323542355235623572358235923602361236223632364236523662367236823692370227123722373237423752376237723782379238023812382238323842385228423852386238723882389239023912392239323942395239623972398239924002401240224032404240524062407240824092410241124122413241424152416241724182419242024212422242324242425242624272428242924302431243224332434243524362437243824392440244124422443244424452446244724482449245024512452245324542455245624572458245924602461246224632464246524662467246824692470247124722473247424752476247724782479248024812482248324842485248624872488248924902491249224932494249524962497249824992500 took much time pleas subscrib	1
so Sharp him card 😲😲😲	sharp card	0
I like the 'Old Guy' in the Stereotypes!!!😄😀😊	like old guy stereotyp	1
Ty you’re my favorite member of Dude Perfect 😎	ty your favorit member dude perfect	1
POV: you came here from the recommended page.	pov came recommend page	1
I subscribed and I love your channeland you should do ping pong next	subscrib love channeland ping pong next	1
Are you ready sunburnt	readi sunburnt	0
How did you get so perfect?  	get perfect	1
Maby that may be to much powder in the Uernes also the privets	mabi may much powder uern also privet	0
I’m the sand castle captain	im sand castl captain	0
Seems to be very lazy XD 😂😂😂😂	seem lazi xd	-1
What's that song called	what song call	0
Is it ironic that I'm eating Pringles while watching this	iron im eat pringl watch	-1
Halo and the like you	halo like	1
Hair tastes salty realizing he’s eating his hair.	hair tast salti realiz he eat hair	0
Basketball Boyz they did a shark fishing challenge if that counts.	basketbal boyz shark fish challeng count	-1
Also shows a fork laying on the door when he closes it	also show fork lay door close	0
I love dude perfect I hate the cowboys WHY THE COWBOYS TY WHYYYYYY #HTTR	love dude perfect hate cowboy cowboy ty whyyyyyy httr	1
what? Good!	good	1
Like they always did	like alway	1
WTFFFFF, WHY THE SEA IS GREEN?????	wtfffff sea green	0
Do you guys remember what the fidghit spinner is ment for its for fidgeting !	guy rememb fidghit spinner ment fidget	0
How the heck r u guyz doin' dat?	heck r u guyz doin dat	0
Teach. me.     How.    to.     do.      that	teach	0
Is to satesfiyed to see this video	satesfiy see video	0
There were a lot of patties harmed in the making of this video	lot patti harm make video	-1
Twin spin is beast	twin spin beast	0
Dude this is too fucking sick how do you guys do that shit...	dude fuck sick guy shit	-1
Perfect 1st fan!!!!	perfect 1st fan	1
Flip a mobile phone if u can Tye	flip mobil phone u tye	0
Cody has one the ping pong face off	codi one ping pong face	0
In the school bag was the best!!!🙀	school bag best	1
How is your house so big?	hous big	1
Who all felt ty will gonna win 🙋🏻\u200d♀️? Like honestly 👍	felt ty gon na win u200d like honestli	1
Y'all should do tennis stereotypes	yall tenni stereotyp	0
I love how Garret just stares into the camera.😂	love garret stare camera	1
Us early	us earli	0
Closet cleaner with cody	closet cleaner codi	1
You should flip your office	flip offic	0
Who is watching in may 12 2018 30 million subs	watch may 12 2018 30 million sub	0
What is the name of the plane's	name plane	0
You can see the crypton come out of the glass	see crypton come glass	0
its the high to low	high low	0
You are think you just edit it so than you make it every single one	think edit make everi singl one	0
N O T I F I C A T I O N    S Q U A D *Pin My Comment*	n f c n q u pin comment	0
nigga, u 7 years old, get off this website, fetus	nigga u 7 year old get websit fetu	0
Please tell me your joking	pleas tell joke	1
This't so amazing	thist amaz	1
bottel crafts is sugar window	bottel craft sugar window	0
I want other video Of this is fantastic	want video fantast	1
Too too funny! One of the best DP videos!	funni one best dp video	1
even the loading screen is a fidget spinner...	even load screen fidget spinner	0
Dude Perfect and the editors are awsome	dude perfect editor awsom	1
Undead Gamer when?	undead gamer	0
Hurry we need a football vid ( soccer )	hurri need footbal vid soccer	0
a chair flip would be cool.	chair flip would cool	1
Huh, now that you say it, I think they might be not 100% sure though	huh say think might 100 sure though	0
Dude perfect=original That’s amazing	dude perfectorigin that amaz	1
High to low and then back below Trikshot	high low back trikshot	0
i got 7 traxxas nirto cars and trucks im thinking about get a brushless i never had one before i love my nitro	got 7 traxxa nirto car truck im think get brushless never one love nitro	1
3:25 I wanted to do that,but I have one GoPro and it could break	325 want thatbut one gopro could break	0
the couch flip is super easy	couch flip super easi	1
that DAMN water run and 197...	damn water run 197	-1
ur basically asking 4 cancerous blood cell trickshots	ur basic ask 4 cancer blood cell trickshot	0
Low to high Bacause it was reverse	low high bacaus revers	0
U should have. Loopers lol	u looper lol	1
these guys should have their own professional NBA team	guy profession nba team	0
Why did the guy with the beard say bob Miller?	guy beard say bob miller	0
If only @3:44 happened on 9/11	344 happen 911	0
That shit was reinforced with some type of metal, right???	shit reinforc type metal right	-1
1:51 This part is too much	151 part much	0
Congrats on 14,000,000 still going strong	congrat 14000000 still go strong	1
doing. sorry	sorri	-1
look up Leah Passehl...that is out youtube channel...please check them out	look leah passehlthat youtub channelpleas check	1
There all awesome, check my channel please. I'm a big fan of RAAAAAAAAAAAAAAAD shots by ALL. Ty, Garrett, Cory, Cody and Coby, are. AWESOME!!!	awesom check channel pleas im big fan raaaaaaaaaaaaaaad shot ty garrett cori codi cobi awesom	1
Twin spin was the best	twin spin best	1
It would be cool if you make Fail Edition	would cool make fail edit	-1
I just realized today in 2019 that they filmed this on two different beaches	realiz today 2019 film two differ beach	0
I did not know it cards were so strong	know card strong	1
So how many hours are years  did it take you to doo that tall people the truth	mani hour year take doo tall peopl truth	0
Better than part1 Well... there the same	better part1 well	1
How long did it take you guys to reach 1 million subscribers	long take guy reach 1 million subscrib	1
Did anybody notice panda threw his towel in the garbage	anybodi notic panda threw towel garbag	-1
do trick shots with you darvish please 😭😭😭	trick shot darvish pleas	1
Where the Red Cross thing?	red cross thing	0
I can do that		0
I flipped a nickel!	flip nickel	0
hey dude perfect you should try throwing a piece of mentor 25ft away and try to make it in a soda bottle	hey dude perfect tri throw piec mentor 25ft away tri make soda bottl	1
How come you don’t show the fail moments at the end	come dont show fail moment end	-1
Wow, 9/11 was one hell of a trickshot	wow 911 one hell trickshot	0
Find difference   🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔉🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈🔈	find differ	0
Subscribe me please❤❤	subscrib pleas	1
The first shot	first shot	0
It’s been exactly 2 years and 2 days since this was released	exactli 2 year 2 day sinc releas	0
I play Roblox ARSENAL TYLER SHOULD PLAY WITH ME.	play roblox arsen tyler play	0
flip the dp headquarters	flip dp headquart	0
It's my birthday help me get to 100 subs I will do a challenge that you went me to do	birthday help get 100 sub challeng went	1
Your not a ceaper buba	ceaper buba	0
'They flipped a nickel!'	flip nickel	0
Dear dude perfect please make real life trick shot 2	dear dude perfect pleas make real life trick shot 2	1
That was sick  how did you do it😞😞	sick	-1
I would kill to have that t maxx he was holding. actually I would kill to have any of those rc's	would kill maxx hold actual would kill rc	-1
RC CAR  TWO,PLEASE	rc car twopleas	1
When we went to destin it was so hot that when we were leaving we had to go up these stairs to get to our car and the stairs were so hot my brother was crying when he got up all the stairs he was crying	went destin hot leav go stair get car stair hot brother cri got stair cri	-1
Do a airplane battle	airplan battl	-1
now if if it's possible you gotta flip each other if that's even possible	possibl got ta flip that even possibl	0
I remember when people were cheering for Tyler in the live comments 😹😹😹	rememb peopl cheer tyler live comment	1
Plz sub to my channel too	plz sub channel	0
hi to low	hi low	0
Ty no offense but don't ever say lit fam u made me cringe so much lol no offense	ty offens dont ever say lit fam u made cring much lol offens	-1
This is suppose to look like they do it every day.....             cody is bad at doing that	suppos look like everi day codi bad	-1
Like if you found the difference 👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇🇪🇸👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇	like found differ	1
I remember when I was 6 years old and this came put	rememb 6 year old came put	0
The activities guy should’ve been called gadget Gary	activ guy shouldv call gadget gari	0
Cody’s turning into Tyler with that beard	codi turn tyler beard	0
Who ever is watching this in 2020 like this comment	ever watch 2020 like comment	1
Try flip an iPhone on its sides	tri flip iphon side	0
I love dude perfect             How Else ❤️	love dude perfect els	1
Those look so fun!	look fun	1
*watches video.. goes to kitchen to throw waffles at the toaster	watch video goe kitchen throw waffl toaster	0
How much theese cars cost	much thees car cost	0
Dude that was perfect  $$$$	dude perfect	1
90% of the comments: Using a credit card to break the bottle.     10% of the comments: Literally anything else.	90 comment use credit card break bottl 10 comment liter anyth els	0
Can you do water bottle flip edition 2	water bottl flip edit 2	0
Me thinking how to make that plan for  5  years	think make plan 5 year	0
I’m TEAM CORY ALL THE WAY	im team cori way	0
He is so so cute with and without the beard	cute without beard	1
Where did you get rainbow trout and long weird one??	get rainbow trout long weird one	-1
Can you sub to me please	sub pleas	1
1 like= 7 years of good luck  1 sub to me= 50 years of good luck  1 reply=100 years of good luck	1 like 7 year good luck 1 sub 50 year good luck 1 reply100 year good luck	1
very cool bro	cool bro	1
I think I saw a credit card at 02:52 but nice accuracy man	think saw credit card 0252 nice accuraci man	1
do the moving truck one but with a ping pong ball and a regular size pringle can	move truck one ping pong ball regular size pringl	0
youtube didn't recommend it me I recommend it to youtube	youtub didnt recommend recommend youtub	1
first comment	first comment	0
2:01 man united 😂	201 man unit	1
OMG i watched dudeperfect ar school fot a movie and when my class saw the granpa trick shots and some other vids the reacted like this 'OOOOOOOOOOOOOHH'	omg watch dudeperfect ar school fot movi class saw granpa trick shot vid react like ooooooooooooohh	1
Miner0126 Miner0126 your just a hater	miner0126 miner0126 hater	-1
Do a real life roblox obby battle lolGuys this was a joke... I think would be funny. LIKE DID U EXPECT KATY PERRY TO ADD THOSE HORRIBLE MEMES INTO HER SWISH SWISH MUSIC VIDEO???? Who knows that dude perfect will do one day...	real life roblox obbi battl lolguy joke think would funni like u expect kati perri add horribl meme swish swish music video know dude perfect one day	1
This video is so Autistic	video autist	0
oh shit jetpack truck...COME ON THE SH WORD????????????	oh shit jetpack truckcom sh word	-1
did I miss the kite flyers ?	miss kite flyer	-1
Can you guys do another one I this	guy anoth one	0
I'm the souvenir guy	im souvenir guy	0
He's using a credit card to break the bottle, I was wondering how he pulled that off!   2:50	he use credit card break bottl wonder pull 250	0
Congrats again to DP for 20M subs. Three words: PANDA'S FACE REVEALED	congrat dp 20m sub three word panda face reveal	1
Please reply back	pleas repli back	1
